Ref_Date,GEO,NAICS,Vector,Coordinate,Value
1989/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148127.7
1989/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147667.6
1989/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148604.2
1989/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147626.9
1989/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148739.6
1989/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149440.8
1989/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148743.5
1989/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148364.8
1989/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146846.1
1989/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146239.3
1990/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147403.6
1990/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147119.4
1990/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147786.3
1990/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147649.8
1990/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143621.8
1990/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145667.9
1990/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144896.9
1990/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143979.3
1990/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143625.0
1990/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142272.5
1990/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,139079.6
1990/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,138255.8
1991/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137613.6
1991/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134940.4
1991/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133619.6
1991/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133880.1
1991/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135534.2
1991/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134831.6
1991/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135913.6
1991/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135299.6
1991/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134667.7
1991/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133391.1
1991/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132778.1
1991/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132101.0
1992/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,130741.4
1992/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,131278.8
1992/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,130361.9
1992/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129522.0
1992/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129188.6
1992/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129676.5
1992/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,130611.8
1992/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129095.3
1992/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,128836.4
1992/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127494.1
1992/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127836.6
1992/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127393.6
1993/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,128508.0
1993/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,128731.7
1993/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127929.8
1993/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127924.4
1993/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129068.4
1993/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127704.2
1993/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,126899.5
1993/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,126488.6
1993/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,126509.5
1993/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129397.4
1993/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129890.9
1993/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,128314.1
1994/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127835.9
1994/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,127586.3
1994/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,129453.3
1994/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,130654.7
1994/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,131712.0
1994/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,131915.4
1994/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133036.6
1994/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134368.0
1994/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134854.6
1994/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135177.1
1994/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135766.1
1994/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135942.4
1995/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134463.0
1995/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134335.2
1995/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135103.5
1995/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133605.6
1995/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134385.8
1995/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134441.1
1995/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133033.7
1995/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132018.9
1995/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134474.0
1995/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134327.8
1995/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132669.4
1995/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132993.8
1996/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132810.1
1996/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133951.5
1996/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134119.4
1996/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,133904.4
1996/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,132073.4
1996/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,134320.8
1996/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,136250.8
1996/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,136862.6
1996/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,135264.2
1996/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137765.0
1996/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137109.0
1996/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,136410.1
1997/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137543.4
1997/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,138042.3
1997/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137390.2
1997/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,136999.5
1997/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137420.8
1997/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,139039.1
1997/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141430.1
1997/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140741.0
1997/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141345.4
1997/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141335.9
1997/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141843.3
1997/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142500.1
1998/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,139662.0
1998/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142403.0
1998/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142241.7
1998/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144232.7
1998/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142886.7
1998/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,139249.0
1998/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143979.7
1998/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144910.5
1998/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142144.3
1998/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142550.6
1998/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143394.7
1998/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144144.4
1999/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141153.1
1999/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143068.7
1999/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143343.3
1999/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144145.1
1999/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143208.1
1999/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145652.9
1999/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142820.5
1999/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144103.9
1999/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146986.8
1999/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148115.0
1999/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148547.1
1999/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148914.4
2000/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148200.0
2000/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147625.7
2000/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149129.4
2000/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148739.0
2000/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148802.5
2000/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146273.6
2000/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147305.4
2000/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147559.4
2000/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147974.2
2000/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149301.6
2000/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147550.0
2000/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149235.5
2001/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148710.8
2001/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149462.4
2001/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148143.7
2001/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147797.6
2001/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146401.2
2001/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145597.5
2001/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145138.4
2001/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145292.6
2001/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144358.7
2001/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143021.6
2001/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142684.1
2001/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142193.1
2002/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144718.6
2002/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145659.8
2002/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147689.9
2002/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146844.3
2002/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147847.9
2002/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149368.3
2002/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150874.3
2002/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150954.4
2002/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152557.1
2002/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151423.1
2002/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152632.7
2002/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153308.6
2003/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152786.4
2003/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152710.3
2003/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150108.8
2003/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148298.5
2003/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149168.7
2003/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149875.1
2003/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153369.3
2003/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147938.3
2003/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150500.9
2003/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150836.5
2003/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152004.0
2003/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151100.1
2004/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151851.4
2004/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153577.6
2004/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154126.8
2004/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154941.9
2004/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155961.1
2004/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154937.3
2004/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153812.8
2004/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153950.4
2004/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154305.7
2004/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154947.9
2004/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155309.1
2004/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155454.1
2005/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155664.0
2005/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153877.2
2005/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155520.8
2005/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155718.1
2005/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153734.1
2005/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154977.9
2005/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154759.7
2005/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154504.7
2005/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154729.2
2005/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155696.0
2005/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154552.0
2005/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154341.8
2006/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152918.8
2006/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154165.4
2006/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154738.8
2006/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,155547.3
2006/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153948.5
2006/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154223.7
2006/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154606.9
2006/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152468.8
2006/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152483.2
2006/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151876.4
2006/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152313.5
2006/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153370.2
2007/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152792.7
2007/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152411.7
2007/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152437.6
2007/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151023.1
2007/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152581.8
2007/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153572.2
2007/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151176.8
2007/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154650.6
2007/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152193.8
2007/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152223.7
2007/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151112.7
2007/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150771.7
2008/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153031.7
2008/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152383.6
2008/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152573.7
2008/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153404.3
2008/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152819.5
2008/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152987.1
2008/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150727.9
2008/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153737.8
2008/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,154909.9
2008/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,153983.3
2008/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150807.4
2008/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148805.0
2009/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144677.6
2009/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142256.4
2009/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140701.5
2009/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,138633.4
2009/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137716.5
2009/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137731.3
2009/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,138276.9
2009/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,137606.6
2009/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140993.9
2009/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,139383.8
2009/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,141024.7
2009/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140057.9
2010/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140649.8
2010/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142629.1
2010/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140381.5
2010/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143211.1
2010/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144649.3
2010/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143987.9
2010/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143288.6
2010/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,142549.2
2010/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,140244.1
2010/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144358.9
2010/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144325.9
2010/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,143981.5
2011/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144206.5
2011/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,144822.9
2011/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146187.0
2011/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146064.4
2011/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145647.6
2011/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146128.9
2011/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149547.9
2011/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146127.4
2011/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145947.9
2011/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145783.0
2011/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146651.7
2011/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,145966.7
2012/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146496.1
2012/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,146707.2
2012/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147347.4
2012/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148662.0
2012/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149619.4
2012/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150119.4
2012/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147599.0
2012/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150038.9
2012/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150050.8
2012/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149606.8
2012/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149992.5
2012/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151393.9
2013/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150640.8
2013/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151332.8
2013/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149812.6
2013/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148594.8
2013/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150319.2
2013/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148471.9
2013/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148814.0
2013/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151825.4
2013/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150802.1
2013/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,152186.5
2013/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,151127.6
2013/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150294.4
2014/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150218.6
2014/02,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,148428.5
2014/03,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150003.4
2014/04,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147333.9
2014/05,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,147387.5
2014/06,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150104.4
2014/07,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150201.1
2014/08,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,149093.8
2014/09,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150692.9
2014/10,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150787.7
2014/11,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150067.9
2014/12,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150447.5
2015/01,Canada,"Goods-producing sector (x 1,000)",v4391507,1.2,150778.4
1987/01,Canada,"Agriculture (x 1,000)",v4391509,1.3,20207.6
1987/02,Canada,"Agriculture (x 1,000)",v4391509,1.3,20063.5
1987/03,Canada,"Agriculture (x 1,000)",v4391509,1.3,20480.5
1987/04,Canada,"Agriculture (x 1,000)",v4391509,1.3,21114.5
1987/05,Canada,"Agriculture (x 1,000)",v4391509,1.3,20455.4
1987/06,Canada,"Agriculture (x 1,000)",v4391509,1.3,20764.6
1987/07,Canada,"Agriculture (x 1,000)",v4391509,1.3,20181.6
1987/08,Canada,"Agriculture (x 1,000)",v4391509,1.3,20020.0
1987/09,Canada,"Agriculture (x 1,000)",v4391509,1.3,21691.2
1987/10,Canada,"Agriculture (x 1,000)",v4391509,1.3,19256.6
1987/11,Canada,"Agriculture (x 1,000)",v4391509,1.3,20118.3
1987/12,Canada,"Agriculture (x 1,000)",v4391509,1.3,19861.7
1988/01,Canada,"Agriculture (x 1,000)",v4391509,1.3,20174.8
1988/02,Canada,"Agriculture (x 1,000)",v4391509,1.3,20218.1
1988/03,Canada,"Agriculture (x 1,000)",v4391509,1.3,19777.2
1988/04,Canada,"Agriculture (x 1,000)",v4391509,1.3,19656.7
1988/05,Canada,"Agriculture (x 1,000)",v4391509,1.3,19505.8
1988/06,Canada,"Agriculture (x 1,000)",v4391509,1.3,19313.8
1988/07,Canada,"Agriculture (x 1,000)",v4391509,1.3,19339.6
1988/08,Canada,"Agriculture (x 1,000)",v4391509,1.3,18388.5
1988/09,Canada,"Agriculture (x 1,000)",v4391509,1.3,18952.7
1988/10,Canada,"Agriculture (x 1,000)",v4391509,1.3,19550.5
1988/11,Canada,"Agriculture (x 1,000)",v4391509,1.3,19307.5
1988/12,Canada,"Agriculture (x 1,000)",v4391509,1.3,19780.8
1989/01,Canada,"Agriculture (x 1,000)",v4391509,1.3,19095.0
1989/02,Canada,"Agriculture (x 1,000)",v4391509,1.3,19359.3
1989/03,Canada,"Agriculture (x 1,000)",v4391509,1.3,19192.4
1989/04,Canada,"Agriculture (x 1,000)",v4391509,1.3,18911.6
1989/05,Canada,"Agriculture (x 1,000)",v4391509,1.3,19473.2
1989/06,Canada,"Agriculture (x 1,000)",v4391509,1.3,19094.1
1989/07,Canada,"Agriculture (x 1,000)",v4391509,1.3,19432.9
1989/08,Canada,"Agriculture (x 1,000)",v4391509,1.3,20016.9
1989/09,Canada,"Agriculture (x 1,000)",v4391509,1.3,20108.8
1989/10,Canada,"Agriculture (x 1,000)",v4391509,1.3,19586.0
1989/11,Canada,"Agriculture (x 1,000)",v4391509,1.3,19223.9
1989/12,Canada,"Agriculture (x 1,000)",v4391509,1.3,18966.7
1990/01,Canada,"Agriculture (x 1,000)",v4391509,1.3,19466.2
1990/02,Canada,"Agriculture (x 1,000)",v4391509,1.3,19358.7
1990/03,Canada,"Agriculture (x 1,000)",v4391509,1.3,19126.4
1990/04,Canada,"Agriculture (x 1,000)",v4391509,1.3,19487.1
1990/05,Canada,"Agriculture (x 1,000)",v4391509,1.3,18597.3
